study_id,instance,monomer_a,monomer_b,hb_ratio,hv_ratio,mw,mw_units,mn,mn_units,pdi,shape,thickness,units_thickness,surface,surface_units,diameter,diameter_units,length,length_units,additive,additive1_name,additive1_percentage,additive1_use,additive2_name,additive2_percentage,additive2_use,addtive3_name,additive3_percentage,additive3_use,polymer_percentage,iso,astm,assay,cell_line,cell_line_type,exposure_type,no_cells_per_well,inoculum_concentration_units,culture_medium,dilution_medium,concentration,concentration_units,dilution,incubation_time,incubation_time_units,incubation_temperature,incubation_temperature_units,co2_percentage,air,extraction_time,units_extraction_time,extraction_temperature,units_extraction_t,extraction_medium,extraction_surface_area_ratio,extraction_surface_area_ratio_units,number_of_cells_well,cell_viability_percentage,toxicity,ic_50,ic_50_units,growth_constant_μ,growth_constant_μ_units,rgr,toxicity_grade,zone_index,lysis_index,growth_inhibition_percentage
1,11,3hb,,100.0,0.0,243310.0,g/mol,28164.0,g/mol,8.64,film,42.6,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,0.0,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,97.1564,non-toxic,,,,,,,,,
1,12,3hb,,100.0,0.0,243310.0,g/mol,28164.0,g/mol,8.64,film,42.6,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,1.0,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,85.30806,non-toxic,,,,,,,,,
1,13,3hb,,100.0,0.0,243310.0,g/mol,28164.0,g/mol,8.64,film,42.6,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,0.1,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,84.36019,non-toxic,,,,,,,,,
1,14,3hb,,100.0,0.0,243310.0,g/mol,28164.0,g/mol,8.64,film,42.6,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,0.01,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,86.72986,non-toxic,,,,,,,,,
1,15,3hb,,100.0,0.0,243310.0,g/mol,28164.0,g/mol,8.64,film,42.6,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,0.001,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,84.83412,non-toxic,,,,,,,,,
1,16,3hb,3hv,81.0,19.0,271590.0,g/mol,79230.0,g/mol,3.4,film,13.22,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,0.0,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,92.891,non-toxic,,,,,,,,,
1,17,3hb,3hv,81.0,19.0,271590.0,g/mol,79230.0,g/mol,3.4,film,13.22,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,1.0,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,99.05213,non-toxic,,,,,,,,,
1,18,3hb,3hv,81.0,19.0,271590.0,g/mol,79230.0,g/mol,3.4,film,13.22,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,0.1,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,88.62559,non-toxic,,,,,,,,,
1,19,3hb,3hv,81.0,19.0,271590.0,g/mol,79230.0,g/mol,3.4,film,13.22,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,0.01,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,87.20379,non-toxic,,,,,,,,,
1,20,3hb,3hv,81.0,19.0,271590.0,g/mol,79230.0,g/mol,3.4,film,13.22,μm,,,,,,,yes,gentamicin_sulfate,30.0,antibiotic,,0.0,not_applicable,,0.0,not_applicable,70.0,10993-5,,ldh,saos-2,human,indirect_contact,10000.0,cells/well,mccoy_5a_10fbs_ps_glu_pyr_hepes,dmem,,,0.001,72.0,hours,37.0,celsius,,,,,,,,0.5,cm^2/ml,,72.98578,non-toxic,,,,,,,,,
2,1,3hb,3hv,80.0,20.0,,,,,,film,131.0,μm,,,,,,,yes,oregano_essential_oil,2.5,antioxidant_antimicrobial,zinc_oxide_nanoparticles,2.25,antimicrobial,,0.0,not_applicable,95.25,,,cck-8,caco-2,human,indirect_contact,10000.0,cells/well,mem,,,,,24.0,hours,37.0,celsius,5.0,humidified,,,37.0,celsius,,,,,105.14,non-toxic,,,,,,,,,
2,2,3hb,3hv,80.0,20.0,,,,,,film,131.0,μm,,,,,,,yes,oregano_essential_oil,2.5,antioxidant_antimicrobial,zinc_oxide_nanoparticles,2.25,antimicrobial,,0.0,not_applicable,95.25,,,cck-8,caco-2,human,indirect_contact,10000.0,cells/well,mem,,,,,48.0,hours,37.0,celsius,5.0,humidified,,,37.0,celsius,,,,,108.5,non-toxic,,,,,,,,,
2,3,3hb,3hv,80.0,20.0,,,,,,film,131.0,μm,,,,,,,yes,oregano_essential_oil,2.5,antioxidant_antimicrobial,zinc_oxide_nanoparticles,2.25,antimicrobial,,0.0,not_applicable,95.25,,,resazurin,caco-2,human,indirect_contact,10000.0,cells/well,mem,,,,,24.0,hours,37.0,celsius,5.0,humidified,,,37.0,celsius,,,,,107.1,non-toxic,,,,,,,,,
2,4,3hb,3hv,80.0,20.0,,,,,,film,131.0,μm,,,,,,,yes,oregano_essential_oil,2.5,antioxidant_antimicrobial,zinc_oxide_nanoparticles,2.25,antimicrobial,,0.0,not_applicable,95.25,,,resazurin,caco-2,human,indirect_contact,10000.0,cells/well,mem,,,,,48.0,hours,37.0,celsius,5.0,humidified,,,37.0,celsius,,,,,100.65,non-toxic,,,,,,,,,
2,5,3hb,3hv,80.0,20.0,,,,,,film,140.0,μm,,,,,,,yes,oregano_essential_oil,2.5,antioxidant_antimicrobial,zinc_oxide_nanoparticles,2.25,antimicrobial,cnc,0.0,not_applicable,95.25,,,cck-8,caco-2,human,indirect_contact,10000.0,cells/well,mem,,,,,24.0,hours,37.0,celsius,5.0,humidified,,,37.0,celsius,,,,,101.21,non-toxic,,,,,,,,,
2,6,3hb,3hv,80.0,20.0,,,,,,film,140.0,μm,,,,,,,yes,oregano_essential_oil,2.5,antioxidant_antimicrobial,zinc_oxide_nanoparticles,2.25,antimicrobial,cnc,0.0,not_applicable,95.25,,,cck-8,caco-2,human,indirect_contact,10000.0,cells/well,mem,,,,,48.0,hours,37.0,celsius,5.0,humidified,,,37.0,celsius,,,,,94.76,non-toxic,,,,,,,,,
2,7,3hb,3hv,80.0,20.0,,,,,,film,140.0,μm,,,,,,,yes,oregano_essential_oil,2.5,antioxidant_antimicrobial,zinc_oxide_nanoparticles,2.25,antimicrobial,cnc,0.0,not_applicable,95.25,,,resazurin,caco-2,human,indirect_contact,10000.0,cells/well,mem,,,,,24.0,hours,37.0,celsius,5.0,humidified,,,37.0,celsius,,,,,104.85,non-toxic,,,,,,,,,
2,8,3hb,3hv,80.0,20.0,,,,,,film,140.0,μm,,,,,,,yes,oregano_essential_oil,2.5,antioxidant_antimicrobial,zinc_oxide_nanoparticles,2.25,antimicrobial,cnc,0.0,not_applicable,95.25,,,resazurin,caco-2,human,indirect_contact,10000.0,cells/well,mem,,,,,48.0,hours,37.0,celsius,5.0,humidified,,,37.0,celsius,,,,,97.57,non-toxic,,,,,,,,,
3,1,3hb,3hv,97.1,2.9,,,,,,film,5.0,mm,,,,,,,yes,pcl,60.61,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,15.15,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.25,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,94.4767441860464,non-toxic,,,,,,,,,
3,2,3hb,3hv,97.1,2.9,,,,,,film,5.0,mm,,,,,,,yes,pcl,60.61,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,15.15,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.5,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,86.9186046511627,non-toxic,,,,,,,,,
3,3,3hb,3hv,97.1,2.9,,,,,,film,5.0,mm,,,,,,,yes,pcl,60.61,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,15.15,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.75,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,82.7616279069767,non-toxic,,,,,,,,,
3,4,3hb,3hv,97.1,2.9,,,,,,film,5.0,mm,,,,,,,yes,pcl,60.61,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,15.15,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,1.0,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,82.3837209302325,non-toxic,,,,,,,,,
3,5,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,60.61,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,15.15,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,1.25,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,84.6511627906976,non-toxic,,,,,,,,,
3,6,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,53.03,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,22.73,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.25,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,86.0465116279069,non-toxic,,,,,,,,,
3,7,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,53.03,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,22.73,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.5,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,111.860465116279,non-toxic,,,,,,,,,
3,8,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,53.03,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,22.73,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.75,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,81.2499999999999,non-toxic,,,,,,,,,
3,9,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,53.03,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,22.73,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,1.0,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,83.5174418604651,non-toxic,,,,,,,,,
3,10,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,53.03,enhancer,vcm,9.09,antibiotic,bcp,15.15,not_applicable,22.73,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,1.25,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,83.5174418604651,non-toxic,,,,,,,,,
3,11,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,55.94,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,13.99,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.25,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,84.2732558139534,non-toxic,,,,,,,,,
3,12,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,55.94,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,13.99,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.5,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,82.0058139534883,non-toxic,,,,,,,,,
3,13,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,55.94,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,13.99,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.75,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,90.6976744186046,non-toxic,,,,,,,,,
3,14,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,55.94,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,13.99,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,1.0,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,80.4941860465116,non-toxic,,,,,,,,,
3,15,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,55.94,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,13.99,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,1.25,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,83.5174418604651,non-toxic,,,,,,,,,
3,16,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,48.95,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,20.98,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.25,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,94.8546511627906,non-toxic,,,,,,,,,
3,17,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,48.95,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,20.98,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.5,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,85.0290697674418,non-toxic,,,,,,,,,
3,18,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,48.95,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,20.98,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,0.75,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,99.0116279069767,non-toxic,,,,,,,,,
3,19,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,48.95,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,20.98,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,1.0,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,98.6337209302325,non-toxic,,,,,,,,,
3,20,3hb,3hv,97.1,2.9,,,,,,,,,,,,,,,yes,pcl,48.95,enhancer,vcm,9.09,antibiotic,bcp,20.98,not_applicable,20.98,10993-12,,mtt,mc3t3-e1,mouse,indirect_contact,,,α_mem_fbs_penicillin_streptomycin,α_mem_fbs_penicillin_streptomycin,1.25,,,48.0,hours,,,,,24.0,hours,37.0,celsius,serum_free_α_mem,1.25,cm^2/ml,,89.1860465116279,non-toxic,,,,,,,,,
4,1,3hb,3hv,90.2,9.8,92000.0,g/mol,,,,microparticles,,,,,43.21,μm,,,yes,rif,16.67,antibiotic,pva,16.67,adhesive,,0.0,not_applicable,66.67,,,nru,v79_fibroblast,mouse,indirect_contact,,,dmem_fcs,,,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,45.76,toxic,,,,,,,,,
4,2,3hb,3hv,90.2,9.8,92000.0,g/mol,,,,microparticles,,,,,43.21,μm,,,yes,rif,16.67,antibiotic,pva,16.67,adhesive,,0.0,not_applicable,66.67,,,mtt,v79_fibroblast,mouse,indirect_contact,,,dmem_fcs,,,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,68.47,toxic,,,,,,,,,
4,3,3hb,3hv,90.2,9.8,92000.0,g/mol,,,,microparticles,,,,,43.21,μm,,,yes,rif,16.67,antibiotic,pva,16.67,adhesive,,0.0,not_applicable,66.67,,,nac,v79_fibroblast,mouse,indirect_contact,,,,,,,,24.0,hours,37.0,celsius,5.0,,,,,,,,,,109.49,non-toxic,,,,,,,,,
5,1,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,250.0,mg/l,,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,55.34,toxic,,,,,,,,,
5,2,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,62.5,mg/l,,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,78.27,non-toxic,,,,,,,,,
5,3,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,15.6,mg/l,,24.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,85.78,non-toxic,,,,,,,,,
5,4,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,250.0,mg/l,,48.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,42.5,toxic,,,,,,,,,
5,5,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,62.5,mg/l,,48.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,46.64,toxic,,,,,,,,,
5,6,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,15.6,mg/l,,48.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,62.26,toxic,,,,,,,,,
5,7,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,250.0,mg/l,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,34.39,toxic,,,,,,,,,
5,8,3hb,3hv,88.0,12.0,609530.0,g/mol,1172173.076923077,,0.52,nanoparticle,,,,,208.51,nm,,,yes,ept,42.13,anticancer,,0.0,not_applicable,,0.0,not_applicable,57.87,,,mtt,a549,human,direct_contact,19000.0,cells/well,dmem_fbs_p/s,dmem_fbs_p/s,62.5,mg/l,,72.0,hours,37.0,celsius,5.0,humidified,,,,,,,,,40.72,toxic,,,,,,,,,
